pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
2cx_vs_plain	76	50	50	49	-1	100.0	98.0	-0.0025980686768889427	-0.09530431032180786
2cx_vs_plain	339	50	50	49	-1	100.0	98.0	-0.002318248152732849	-0.16379113495349884
2cx_vs_plain	159	50	41	40	-1	82.0	80.0	-0.0022401774767786264	0.03551437333226204
2cx_vs_plain	705	50	30	29	-1	60.0	58.0	-0.002192380838096142	-0.06964743882417679
2cx_vs_plain	514	50	40	39	-1	80.0	78.0	-0.0020937088411301374	-0.07310600578784943
2cx_vs_plain	624	50	34	33	-1	68.0	66.0	-0.0018534539267420769	-0.03580564633011818
2cx_vs_plain	938	50	47	46	-1	94.0	92.0	-0.0017985535087063909	0.023478956893086433
2cx_vs_plain	392	50	49	48	-1	98.0	96.0	-0.0017600501887500286	0.11656208336353302
2cx_vs_plain	725	50	27	26	-1	54.0	52.0	-0.001311549567617476	-0.05705878138542175
2cx_vs_plain	409	50	32	31	-1	64.0	62.0	-0.0009984287898987532	0.08875765651464462
2cx_vs_plain	360	50	42	41	-1	84.0	82.0	-0.0009407252073287964	-0.00783525500446558
2cx_vs_plain	142	50	45	44	-1	90.0	88.0	-0.0004830965481232852	0.21000175178050995
2cx_vs_plain	983	50	44	43	-1	88.0	86.0	-0.0004036426544189453	0.00604001060128212
2cx_vs_plain	427	50	32	31	-1	64.0	62.0	-9.440541180083528e-05	-0.10958350449800491
2cx_vs_plain	277	50	34	33	-1	68.0	66.0	0.0005166658665984869	-0.022982493042945862
2cx_vs_plain	722	50	44	43	-1	88.0	86.0	0.0007842169725336134	-0.09175179153680801
2cx_vs_plain	224	50	40	39	-1	80.0	78.0	0.0009139198227785528	0.147507444024086
2cx_vs_plain	721	50	44	43	-1	88.0	86.0	0.0014103985158726573	-0.11325021833181381
2cx_vs_plain	572	50	36	35	-1	72.0	70.0	0.0014980564592406154	0.07455262541770935
2cx_vs_plain	842	50	38	37	-1	76.0	74.0	0.001803354942239821	-0.08826977759599686
2cx_vs_plain	621	50	44	43	-1	88.0	86.0	0.0019823915790766478	0.08704686164855957
2cx_vs_plain	79	50	42	41	-1	84.0	82.0	0.0025040835607796907	-0.041153375059366226
2cx_vs_plain	970	50	28	27	-1	56.0	54.0	0.0025259582325816154	-0.015391254797577858
2cx_vs_plain	477	50	39	38	-1	78.0	76.0	0.002964567858725786	0.11731699109077454
2cx_vs_plain	500	50	46	45	-1	92.0	90.0	0.00308187841437757	-0.18536685407161713
2cx_vs_plain	4	50	45	44	-1	90.0	88.0	0.003154388163238764	0.06252942979335785
2cx_vs_plain	711	50	40	39	-1	80.0	78.0	0.0032759541645646095	0.1823880821466446
2cx_vs_plain	541	50	29	28	-1	58.0	56.0	0.003711012890562415	-0.05442402884364128
2cx_vs_plain	959	50	45	44	-1	90.0	88.0	0.0038532058242708445	-0.062436219304800034
2cx_vs_plain	584	50	27	26	-1	54.0	52.0	0.0038655020762234926	-0.0439232736825943
2cx_vs_plain	203	50	48	47	-1	96.0	94.0	0.0038756688591092825	0.0679444968700409
2cx_vs_plain	889	50	36	35	-1	72.0	70.0	0.004266900010406971	0.08079767227172852
2cx_vs_plain	405	50	40	39	-1	80.0	78.0	0.004444970283657312	0.06445188820362091
2cx_vs_plain	772	50	37	36	-1	74.0	72.0	0.0048123071901500225	0.14092189073562622
2cx_vs_plain	713	50	47	46	-1	94.0	92.0	0.004939644131809473	0.06044469028711319
2cx_vs_plain	734	50	44	43	-1	88.0	86.0	0.005229932721704245	0.03283505514264107
2cx_vs_plain	733	50	28	27	-1	56.0	54.0	0.005698532331734896	-0.05696947127580643
2cx_vs_plain	749	50	45	44	-1	90.0	88.0	0.006416731514036655	0.0067545510828495026
2cx_vs_plain	0	50	49	48	-1	98.0	96.0	0.006496137008070946	0.1279357373714447
2cx_vs_plain	802	50	49	48	-1	98.0	96.0	0.006672878749668598	0.0083646010607481
2cx_vs_plain	393	50	47	46	-1	94.0	92.0	0.006947057321667671	-0.018367528915405273
2cx_vs_plain	888	50	42	41	-1	84.0	82.0	0.006967879366129637	0.10429444909095764
2cx_vs_plain	638	50	15	14	-1	30.0	28.0	0.0069916569627821445	-0.004022274166345596
2cx_vs_plain	184	50	38	37	-1	76.0	74.0	0.007530613336712122	-0.052068520337343216
2cx_vs_plain	23	50	49	48	-1	98.0	96.0	0.007612926419824362	0.11227934062480927
2cx_vs_plain	369	50	41	40	-1	82.0	80.0	0.007625597063452005	0.09089840948581696
2cx_vs_plain	429	50	42	41	-1	84.0	82.0	0.007702580187469721	0.03673602268099785
2cx_vs_plain	592	50	44	43	-1	88.0	86.0	0.008018290624022484	0.09158401191234589
2cx_vs_plain	751	50	41	40	-1	82.0	80.0	0.008024618960916996	0.012630682438611984
2cx_vs_plain	436	50	36	35	-1	72.0	70.0	0.00811069831252098	0.020268430933356285
2cx_vs_plain	637	50	43	42	-1	86.0	84.0	0.008283311501145363	-0.06527192890644073
2cx_vs_plain	537	50	47	46	-1	94.0	92.0	0.008583334274590015	-0.04018060863018036
