pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2s	652	50	40	39	-1	80.0	78.0	0.003421218367293477	-0.02548091858625412
phase2w_vs_phase2s	596	50	38	37	-1	76.0	74.0	0.003422470297664404	0.021830692887306213
phase2w_vs_phase2s	821	50	46	45	-1	92.0	90.0	0.0034572172444313765	-0.02030608244240284
phase2w_vs_phase2s	967	50	37	36	-1	74.0	72.0	0.003932344727218151	-0.013339748606085777
phase2w_vs_phase2s	185	50	35	34	-1	70.0	68.0	0.004024328663945198	0.06277359277009964
phase2w_vs_phase2s	270	50	48	47	-1	96.0	94.0	0.0042894380167126656	-0.016321001574397087
phase2w_vs_phase2s	265	50	35	34	-1	70.0	68.0	0.004356887191534042	-0.04284878820180893
phase2w_vs_phase2s	941	50	41	40	-1	82.0	80.0	0.004513980820775032	-0.06036655604839325
phase2w_vs_phase2s	359	50	36	35	-1	72.0	70.0	0.004679244011640549	0.0236470028758049
phase2w_vs_phase2s	772	50	36	35	-1	72.0	70.0	0.004929743241518736	0.06673683971166611
phase2w_vs_phase2s	445	50	31	30	-1	62.0	60.0	0.005312781315296888	-0.006723146419972181
phase2w_vs_phase2s	466	50	49	48	-1	98.0	96.0	0.005587965715676546	0.05585925281047821
phase2w_vs_phase2s	538	50	40	39	-1	80.0	78.0	0.00564306415617466	0.032751597464084625
phase2w_vs_phase2s	535	50	49	48	-1	98.0	96.0	0.005945845972746611	0.03778110444545746
phase2w_vs_phase2s	73	50	25	24	-1	50.0	48.0	0.006006943061947823	-0.010028600692749023
phase2w_vs_phase2s	1	50	49	48	-1	98.0	96.0	0.006011477671563625	0.1103232130408287
phase2w_vs_phase2s	499	50	26	25	-1	52.0	50.0	0.006234232801944017	0.01894965209066868
phase2w_vs_phase2s	558	50	24	23	-1	48.0	46.0	0.006599735468626022	0.10544858872890472
phase2w_vs_phase2s	83	50	49	48	-1	98.0	96.0	0.007007491774857044	0.042326267808675766
phase2w_vs_phase2s	962	50	38	37	-1	76.0	74.0	0.007038838695734739	0.03865301236510277
phase2w_vs_phase2s	732	50	44	43	-1	88.0	86.0	0.007076362147927284	0.12184219062328339
phase2w_vs_phase2s	481	50	33	32	-1	66.0	64.0	0.007141872774809599	0.07328444719314575
phase2w_vs_phase2s	902	50	43	42	-1	86.0	84.0	0.007448151241987944	0.06727637350559235
phase2w_vs_phase2s	402	50	32	31	-1	64.0	62.0	0.007530731614679098	0.04182199388742447
phase2w_vs_phase2s	141	50	47	46	-1	94.0	92.0	0.007839571684598923	0.023225707933306694
phase2w_vs_phase2s	503	50	32	31	-1	64.0	62.0	0.00803394801914692	-0.030365504324436188
phase2w_vs_phase2s	661	50	46	45	-1	92.0	90.0	0.008643701672554016	0.04323936626315117
phase2w_vs_phase2s	873	50	48	47	-1	96.0	94.0	0.009095265530049801	0.09066185355186462
phase2w_vs_phase2s	513	50	38	37	-1	76.0	74.0	0.009606560692191124	0.09384217858314514
phase2w_vs_phase2s	195	50	45	44	-1	90.0	88.0	0.009611798450350761	0.0963091179728508
phase2w_vs_phase2s	97	50	48	47	-1	96.0	94.0	0.009743808768689632	0.0865311548113823
phase2w_vs_phase2s	197	50	44	43	-1	88.0	86.0	0.010123338550329208	0.06670273095369339
phase2w_vs_phase2s	187	50	37	36	-1	74.0	72.0	0.0101430369541049	-0.013360452838242054
phase2w_vs_phase2s	77	50	37	36	-1	74.0	72.0	0.010545103810727596	0.09006316214799881
phase2w_vs_phase2s	501	50	20	19	-1	40.0	38.0	0.01064376626163721	0.004832630045711994
phase2w_vs_phase2s	768	50	45	44	-1	90.0	88.0	0.010729148052632809	0.050540998578071594
phase2w_vs_phase2s	121	50	45	44	-1	90.0	88.0	0.010949241928756237	0.07302192598581314
phase2w_vs_phase2s	637	50	42	41	-1	84.0	82.0	0.010950985364615917	-0.0026974105276167393
phase2w_vs_phase2s	252	50	45	44	-1	90.0	88.0	0.012135370634496212	0.055602770298719406
phase2w_vs_phase2s	721	50	44	43	-1	88.0	86.0	0.01302232127636671	0.12798742949962616
phase2w_vs_phase2s	807	50	42	41	-1	84.0	82.0	0.013172933831810951	0.12314776331186295
phase2w_vs_phase2s	572	50	36	35	-1	72.0	70.0	0.013415209949016571	0.1281522810459137
phase2w_vs_phase2s	497	50	37	36	-1	74.0	72.0	0.013521527871489525	0.052793778479099274
phase2w_vs_phase2s	406	50	38	37	-1	76.0	74.0	0.014320706017315388	0.004315776750445366
phase2w_vs_phase2s	624	50	32	31	-1	64.0	62.0	0.014389649964869022	-0.00945452693849802
phase2w_vs_phase2s	161	50	42	41	-1	84.0	82.0	0.014721252955496311	0.057424403727054596
phase2w_vs_phase2s	254	50	49	48	-1	98.0	96.0	0.015583083964884281	0.13131505250930786
phase2w_vs_phase2s	59	50	36	35	-1	72.0	70.0	0.016170552000403404	0.0931406021118164
phase2w_vs_phase2s	500	50	46	45	-1	92.0	90.0	0.016237743198871613	0.05618399754166603
phase2w_vs_phase2s	614	50	46	45	-1	92.0	90.0	0.016422197222709656	0.06398988515138626
phase2w_vs_phase2s	703	50	40	39	-1	80.0	78.0	0.016829701140522957	0.15848584473133087
phase2w_vs_phase2s	680	50	42	41	-1	84.0	82.0	0.017025478184223175	0.05953679233789444
phase2w_vs_phase2s	480	50	42	41	-1	84.0	82.0	0.019824359565973282	0.08922263234853745
phase2w_vs_phase2s	582	50	35	34	-1	70.0	68.0	0.019997313618659973	0.10604031383991241
phase2w_vs_phase2s	692	50	31	30	-1	62.0	60.0	0.020341932773590088	0.11463318020105362
phase2w_vs_phase2s	777	50	44	43	-1	88.0	86.0	0.020618906244635582	0.19588707387447357
phase2w_vs_phase2s	808	50	36	36	0	72.0	72.0	-0.033821992576122284	-0.18310898542404175
phase2w_vs_phase2s	787	50	34	34	0	68.0	68.0	-0.027909863740205765	-0.17187567055225372
phase2w_vs_phase2s	803	50	49	49	0	98.0	98.0	-0.026228418573737144	-0.13310246169567108
phase2w_vs_phase2s	763	50	47	47	0	94.0	94.0	-0.02305552549660206	-0.1506050080060959
phase2w_vs_phase2s	910	50	39	39	0	78.0	78.0	-0.020108530297875404	-0.1027013286948204
phase2w_vs_phase2s	365	50	46	46	0	92.0	92.0	-0.019717061892151833	-0.16929283738136292
phase2w_vs_phase2s	418	50	36	36	0	72.0	72.0	-0.018364116549491882	-0.07652496546506882
phase2w_vs_phase2s	494	50	39	39	0	78.0	78.0	-0.017643198370933533	-0.014334697276353836
phase2w_vs_phase2s	674	50	46	46	0	92.0	92.0	-0.017030730843544006	-0.18798595666885376
phase2w_vs_phase2s	712	50	40	40	0	80.0	80.0	-0.01646910235285759	-0.1289036124944687
phase2w_vs_phase2s	395	50	41	41	0	82.0	82.0	-0.01579098030924797	-0.06386582553386688
phase2w_vs_phase2s	56	50	46	46	0	92.0	92.0	-0.015138037502765656	-0.1436202973127365
phase2w_vs_phase2s	589	50	40	40	0	80.0	80.0	-0.015066147781908512	-0.12429957091808319
phase2w_vs_phase2s	767	50	33	33	0	66.0	66.0	-0.014958350919187069	-0.15327754616737366
phase2w_vs_phase2s	334	50	46	46	0	92.0	92.0	-0.014558850787580013	-0.09667223691940308
phase2w_vs_phase2s	219	50	43	43	0	86.0	86.0	-0.014269337989389896	-0.07658082991838455
phase2w_vs_phase2s	998	50	25	25	0	50.0	50.0	-0.014233109541237354	0.023029232397675514
phase2w_vs_phase2s	610	50	45	45	0	90.0	90.0	-0.013584740459918976	-0.0868077203631401
phase2w_vs_phase2s	662	50	37	37	0	74.0	74.0	-0.013424788601696491	-0.04004000499844551
phase2w_vs_phase2s	172	50	41	41	0	82.0	82.0	-0.01339410524815321	-0.015827111899852753
phase2w_vs_phase2s	852	50	43	43	0	86.0	86.0	-0.013300296850502491	-0.11818572133779526
phase2w_vs_phase2s	245	50	45	45	0	90.0	90.0	-0.013206711038947105	-0.0913090929389
phase2w_vs_phase2s	485	50	35	35	0	70.0	70.0	-0.012909647077322006	-0.04750046879053116
phase2w_vs_phase2s	976	50	30	30	0	60.0	60.0	-0.012715700082480907	-0.0018138408195227385
phase2w_vs_phase2s	311	50	35	35	0	70.0	70.0	-0.012450868263840675	-0.017451677471399307
phase2w_vs_phase2s	250	50	38	38	0	76.0	76.0	-0.012395253404974937	-0.021209631115198135
phase2w_vs_phase2s	831	50	40	40	0	80.0	80.0	-0.012295050546526909	-0.02318459562957287
phase2w_vs_phase2s	795	50	43	43	0	86.0	86.0	-0.012019511312246323	-0.06599840521812439
phase2w_vs_phase2s	919	50	39	39	0	78.0	78.0	-0.011918637901544571	-0.13119487464427948
phase2w_vs_phase2s	978	50	24	24	0	48.0	48.0	-0.011754444800317287	4.382133556646295e-05
phase2w_vs_phase2s	766	50	44	44	0	88.0	88.0	-0.011589468456804752	-0.08043543994426727
phase2w_vs_phase2s	603	50	46	46	0	92.0	92.0	-0.011357240378856659	-0.06322870403528214
phase2w_vs_phase2s	293	50	48	48	0	96.0	96.0	-0.011354079470038414	-0.12937501072883606
phase2w_vs_phase2s	897	50	44	44	0	88.0	88.0	-0.011253505945205688	-0.09258987754583359
phase2w_vs_phase2s	868	50	33	33	0	66.0	66.0	-0.011191806755959988	-0.10557855665683746
phase2w_vs_phase2s	754	50	33	33	0	66.0	66.0	-0.011112895794212818	-0.06269750744104385
phase2w_vs_phase2s	790	50	34	34	0	68.0	68.0	-0.011081996373832226	-0.003556795185431838
phase2w_vs_phase2s	730	50	41	41	0	82.0	82.0	-0.011072207242250443	-0.056688643991947174
phase2w_vs_phase2s	271	50	30	30	0	60.0	60.0	-0.010927841998636723	-0.10156562179327011
phase2w_vs_phase2s	102	50	50	50	0	100.0	100.0	-0.010495862923562527	-0.032187510281801224
phase2w_vs_phase2s	409	50	34	34	0	68.0	68.0	-0.010314080864191055	0.027412472292780876
phase2w_vs_phase2s	828	50	33	33	0	66.0	66.0	-0.009790378622710705	-0.0011129570193588734
phase2w_vs_phase2s	267	50	43	43	0	86.0	86.0	-0.0097467340528965	-0.12576605379581451
phase2w_vs_phase2s	820	50	49	49	0	98.0	98.0	-0.009524284861981869	-0.056949738413095474
phase2w_vs_phase2s	421	50	42	42	0	84.0	84.0	-0.009259895421564579	-0.08470474183559418
phase2w_vs_phase2s	69	50	49	49	0	98.0	98.0	-0.009164887480437756	-0.09582195430994034
phase2w_vs_phase2s	246	50	41	41	0	82.0	82.0	-0.008874664083123207	0.000797271728515625
phase2w_vs_phase2s	417	50	46	46	0	92.0	92.0	-0.008637423627078533	-0.12437501549720764
phase2w_vs_phase2s	440	50	42	42	0	84.0	84.0	-0.008576844818890095	-0.0508098304271698
