pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2bm_fc2actmse	389	50	44	43	-1	88.0	86.0	-0.0028325470630079508	-0.0039682104252278805
phase2w_vs_phase2bm_fc2actmse	651	50	35	34	-1	70.0	68.0	-0.0027476716786623	-0.01724373735487461
phase2w_vs_phase2bm_fc2actmse	902	50	43	42	-1	86.0	84.0	-0.0027382727712392807	-0.01171286590397358
phase2w_vs_phase2bm_fc2actmse	568	50	45	44	-1	90.0	88.0	-0.0027094746474176645	-0.015829525887966156
phase2w_vs_phase2bm_fc2actmse	482	50	14	13	-1	28.0	26.0	-0.002667859895154834	-0.011029491201043129
phase2w_vs_phase2bm_fc2actmse	519	50	32	31	-1	64.0	62.0	-0.002596947830170393	-0.05186784639954567
phase2w_vs_phase2bm_fc2actmse	665	50	40	39	-1	80.0	78.0	-0.0023644017055630684	0.014129276387393475
phase2w_vs_phase2bm_fc2actmse	161	50	42	41	-1	84.0	82.0	-0.002315715653821826	0.01862892135977745
phase2w_vs_phase2bm_fc2actmse	254	50	49	48	-1	98.0	96.0	-0.002145795850083232	-0.05887548625469208
phase2w_vs_phase2bm_fc2actmse	998	50	26	25	-1	52.0	50.0	-0.0021363755222409964	0.007422761991620064
phase2w_vs_phase2bm_fc2actmse	431	50	41	40	-1	82.0	80.0	-0.002067085588350892	-0.016079682856798172
phase2w_vs_phase2bm_fc2actmse	269	50	42	41	-1	84.0	82.0	-0.0020282252226024866	0.005409421864897013
phase2w_vs_phase2bm_fc2actmse	962	50	38	37	-1	76.0	74.0	-0.001768250484019518	0.0011608314234763384
phase2w_vs_phase2bm_fc2actmse	860	50	24	23	-1	48.0	46.0	-0.0016405710484832525	0.039220619946718216
phase2w_vs_phase2bm_fc2actmse	564	50	44	43	-1	88.0	86.0	-0.0015709972940385342	0.004426049999892712
phase2w_vs_phase2bm_fc2actmse	199	50	39	38	-1	78.0	76.0	-0.0015064079780131578	0.01006276160478592
phase2w_vs_phase2bm_fc2actmse	391	50	43	42	-1	86.0	84.0	-0.0014915929641574621	0.008481673896312714
phase2w_vs_phase2bm_fc2actmse	619	50	32	31	-1	64.0	62.0	-0.0011124259326606989	0.05397997051477432
phase2w_vs_phase2bm_fc2actmse	838	50	27	26	-1	54.0	52.0	-0.0010999332880601287	-0.04792320355772972
phase2w_vs_phase2bm_fc2actmse	878	50	44	43	-1	88.0	86.0	-0.0010962104424834251	-0.0012618922628462315
phase2w_vs_phase2bm_fc2actmse	150	50	48	47	-1	96.0	94.0	-0.0010405402863398194	0.05138900876045227
phase2w_vs_phase2bm_fc2actmse	574	50	48	47	-1	96.0	94.0	-0.0009604673832654953	-0.02479507401585579
phase2w_vs_phase2bm_fc2actmse	471	50	46	45	-1	92.0	90.0	-0.0009590938570909202	-0.04468308389186859
phase2w_vs_phase2bm_fc2actmse	36	50	26	25	-1	52.0	50.0	-0.0007454145234078169	0.05835510417819023
phase2w_vs_phase2bm_fc2actmse	873	50	48	47	-1	96.0	94.0	-0.0005226269131526351	-0.010119276121258736
phase2w_vs_phase2bm_fc2actmse	522	50	48	47	-1	96.0	94.0	6.542131450260058e-05	0.028302382677793503
phase2w_vs_phase2bm_fc2actmse	344	50	49	48	-1	98.0	96.0	0.00014966339222155511	-0.015829000622034073
